timestamp,merchant_name,category,amount,currency
2024-05-16 18:01:03+00:00,Mercadona,Groceries,-8.76,EUR
2024-05-16 21:01:00+00:00,Antonias Burger,Restaurants,-27.5,EUR
2024-05-16 22:13:00+00:00,Airbnb,Travel & Transportation,-53.4,EUR
2024-05-17 15:17:36+00:00,Tabacos,Shopping,-4.35,EUR
2024-05-17 15:35:26+00:00,Sm Barca,Shopping,-5.0,EUR
2024-05-17 16:33:16+00:00,Ali Restaurant,Restaurants,-9.0,EUR
2024-05-17 19:17:01+00:00,Panino Silvestre,Restaurants,-1.8,EUR
2024-05-17 19:25:46+00:00,Evento Enso Coliving,Entertainment,-15.0,EUR
2024-05-17 20:12:24+00:00,Mercadona,Groceries,-15.55,EUR
2024-05-18 13:04:41+00:00,el Fornet,Restaurants,-4.2,EUR
2024-05-18 16:45:58+00:00,Gelateria Firenze Palamos,Restaurants,-8.0,EUR
2024-05-18 20:49:15+00:00,Bar Yeti,Entertainment,-5.7,EUR
2024-05-19 01:07:52+00:00,45/33 Bar,Entertainment,-6.0,EUR
2024-05-19 04:16:20+00:00,YEGO,Travel & Transportation,-2.64,EUR
2024-05-19 21:19:01+00:00,Condis,Groceries,-2.8,EUR
2024-05-20 12:18:31+00:00,Kachafruit Barna S.L.,Groceries,-5.11,EUR
2024-05-20 12:26:33+00:00,Mi Alcampo,Groceries,-5.68,EUR
2024-05-20 15:23:10+00:00,Carrefour,Groceries,-4.09,EUR
2024-05-20 20:10:04+00:00,Tabacs,Shopping,-4.35,EUR
2024-05-20 21:18:54+00:00,Bar Robardors 49,Entertainment,-7.5,EUR
2024-05-20 22:03:53+00:00,Ali Restaurant,Restaurants,-16.0,EUR
2024-05-20 23:17:05+00:00,The Old Irish Pub,Entertainment,-31.8,EUR
2024-05-21 00:15:05+00:00,Mr Robinson,Entertainment,-3.5,EUR
2024-05-21 01:02:47+00:00,Mr Robinson,Entertainment,-7.0,EUR
2024-05-21 01:38:37+00:00,Mr Robinson,Entertainment,-12.0,EUR
2024-05-21 11:19:58+00:00,Del Molino Roa,Restaurants,-5.6,EUR
2024-05-21 13:26:31+00:00,MacxiPA,Restaurants,-1.8,EUR
2024-05-21 16:45:04+00:00,Mercadona,Groceries,-7.05,EUR
2024-05-21 18:44:22+00:00,Mercadona,Groceries,-25.0,EUR
2024-05-22 00:41:47+00:00,AliExpress,Shopping,-17.32,EUR
